citizenship;gender;reporting_country;year;immigrant_count;obs_flag
South-Eastern Asia;Males;Sweden;2014;0;
South-Eastern Asia;Males;Sweden;2015;1;
South-Eastern Asia;Males;Sweden;2016;1;
South-Eastern Asia;Males;Sweden;2017;1;
South-Eastern Asia;Males;Sweden;2018;1;
South-Eastern Asia;Males;Sweden;2019;0;
South-Eastern Asia;Males;Sweden;2020;2;
South-Eastern Asia;Males;Sweden;2021;1;
South-Eastern Asia;Males;Sweden;2022;0;
South-Eastern Asia;Males;Sweden;2023;0;
South-Eastern Asia;Males;Sweden;2024;1;
South-Eastern Asia;Males;Slovakia;2013;0;p
South-Eastern Asia;Males;Slovakia;2014;0;p
South-Eastern Asia;Males;Slovakia;2015;0;p
South-Eastern Asia;Males;Slovakia;2016;0;p
South-Eastern Asia;Males;Slovakia;2017;0;p
South-Eastern Asia;Males;Slovakia;2018;0;
South-Eastern Asia;Males;Slovakia;2019;0;p
South-Eastern Asia;Males;Slovakia;2020;0;p
South-Eastern Asia;Males;Slovakia;2021;0;
South-Eastern Asia;Males;Slovakia;2022;0;
South-Eastern Asia;Males;Slovakia;2023;0;
South-Eastern Asia;Males;Slovakia;2024;0;
South-Eastern Asia;Females;Belgium;2010;1;b
South-Eastern Asia;Females;Belgium;2013;0;
South-Eastern Asia;Females;Belgium;2014;0;
South-Eastern Asia;Females;Belgium;2015;0;
South-Eastern Asia;Females;Belgium;2016;0;
South-Eastern Asia;Females;Belgium;2017;1;
South-Eastern Asia;Females;Belgium;2018;1;
South-Eastern Asia;Females;Belgium;2019;0;
South-Eastern Asia;Females;Belgium;2023;3;
South-Eastern Asia;Females;Belgium;2024;2;
South-Eastern Asia;Females;Bulgaria;2013;0;
South-Eastern Asia;Females;Bulgaria;2014;0;
South-Eastern Asia;Females;Bulgaria;2015;1;
South-Eastern Asia;Females;Bulgaria;2016;0;p
South-Eastern Asia;Females;Bulgaria;2017;0;p
South-Eastern Asia;Females;Bulgaria;2018;0;
South-Eastern Asia;Females;Bulgaria;2019;0;p
South-Eastern Asia;Females;Bulgaria;2020;0;p
South-Eastern Asia;Females;Bulgaria;2022;0;
South-Eastern Asia;Females;Bulgaria;2023;0;
South-Eastern Asia;Females;Bulgaria;2024;0;
South-Eastern Asia;Females;Czechia;2008;12;b
South-Eastern Asia;Females;Czechia;2009;15;
South-Eastern Asia;Females;Czechia;2010;7;
South-Eastern Asia;Females;Czechia;2011;1;
South-Eastern Asia;Females;Czechia;2013;0;
South-Eastern Asia;Females;Czechia;2014;2;
South-Eastern Asia;Females;Czechia;2015;0;
South-Eastern Asia;Females;Czechia;2016;3;
South-Eastern Asia;Females;Czechia;2017;2;
South-Eastern Asia;Females;Czechia;2018;3;
South-Eastern Asia;Females;Czechia;2019;6;
South-Eastern Asia;Females;Czechia;2020;5;
South-Eastern Asia;Females;Czechia;2021;0;
South-Eastern Asia;Females;Czechia;2022;9;
South-Eastern Asia;Females;Czechia;2023;6;
South-Eastern Asia;Females;Czechia;2024;4;
South-Eastern Asia;Females;Germany;2008;15;
South-Eastern Asia;Females;Germany;2024;25;e
South-Eastern Asia;Females;Denmark;2008;0;b
South-Eastern Asia;Females;Denmark;2009;0;
South-Eastern Asia;Females;Denmark;2010;1;
South-Eastern Asia;Females;Denmark;2011;0;
South-Eastern Asia;Females;Denmark;2012;1;
South-Eastern Asia;Females;Denmark;2013;0;
South-Eastern Asia;Females;Denmark;2014;0;
South-Eastern Asia;Females;Denmark;2015;0;
South-Eastern Asia;Females;Denmark;2016;1;
South-Eastern Asia;Females;Denmark;2017;0;
South-Eastern Asia;Females;Denmark;2018;1;
South-Eastern Asia;Females;Denmark;2019;0;
South-Eastern Asia;Females;Denmark;2020;0;
South-Eastern Asia;Females;Denmark;2021;0;
South-Eastern Asia;Females;Estonia;2008;0;
South-Eastern Asia;Females;Estonia;2009;0;
South-Eastern Asia;Females;Estonia;2010;0;
South-Eastern Asia;Females;Estonia;2013;0;
South-Eastern Asia;Females;Estonia;2014;0;
South-Eastern Asia;Females;Estonia;2015;0;
South-Eastern Asia;Females;Estonia;2016;0;
South-Eastern Asia;Females;Estonia;2017;0;
South-Eastern Asia;Females;Estonia;2018;0;
South-Eastern Asia;Females;Estonia;2019;0;
South-Eastern Asia;Females;Estonia;2023;0;
South-Eastern Asia;Females;Estonia;2024;0;
South-Eastern Asia;Females;Spain;2013;16;
South-Eastern Asia;Females;Spain;2014;11;
South-Eastern Asia;Females;Spain;2016;16;
South-Eastern Asia;Females;Spain;2021;;b
South-Eastern Asia;Females;Spain;2024;;
South-Eastern Asia;Females;Finland;2009;2;
South-Eastern Asia;Females;Finland;2010;1;
South-Eastern Asia;Females;Finland;2011;1;
South-Eastern Asia;Females;Finland;2013;0;
South-Eastern Asia;Females;Finland;2014;0;
South-Eastern Asia;Females;Finland;2015;0;
South-Eastern Asia;Females;Finland;2016;0;
South-Eastern Asia;Females;Finland;2017;0;
South-Eastern Asia;Females;Finland;2018;0;
South-Eastern Asia;Females;Finland;2019;2;
South-Eastern Asia;Females;Finland;2020;0;
South-Eastern Asia;Females;Finland;2021;0;
South-Eastern Asia;Females;Finland;2022;0;
South-Eastern Asia;Females;Finland;2023;0;
South-Eastern Asia;Females;Finland;2024;0;
South-Eastern Asia;Females;Croatia;2013;0;
South-Eastern Asia;Females;Croatia;2014;0;
South-Eastern Asia;Females;Croatia;2015;0;
South-Eastern Asia;Females;Croatia;2016;0;
South-Eastern Asia;Females;Croatia;2017;0;
South-Eastern Asia;Females;Croatia;2018;0;
South-Eastern Asia;Females;Croatia;2019;0;
South-Eastern Asia;Females;Croatia;2020;0;
South-Eastern Asia;Females;Croatia;2021;0;
South-Eastern Asia;Females;Croatia;2022;0;
South-Eastern Asia;Females;Croatia;2023;0;
South-Eastern Asia;Females;Croatia;2024;1;
South-Eastern Asia;Females;Hungary;2008;8;b
South-Eastern Asia;Females;Hungary;2009;2;
South-Eastern Asia;Females;Hungary;2010;1;b
South-Eastern Asia;Females;Hungary;2011;3;
South-Eastern Asia;Females;Hungary;2013;4;
South-Eastern Asia;Females;Hungary;2014;1;
South-Eastern Asia;Females;Hungary;2015;1;
South-Eastern Asia;Females;Hungary;2016;2;
South-Eastern Asia;Females;Hungary;2017;2;
South-Eastern Asia;Females;Hungary;2018;5;
South-Eastern Asia;Females;Hungary;2019;3;
South-Eastern Asia;Females;Hungary;2020;5;
South-Eastern Asia;Females;Italy;2008;27;
South-Eastern Asia;Females;Italy;2009;25;
South-Eastern Asia;Females;Italy;2010;20;
South-Eastern Asia;Females;Italy;2011;21;
South-Eastern Asia;Females;Italy;2013;25;
South-Eastern Asia;Females;Italy;2014;22;
South-Eastern Asia;Females;Italy;2015;19;
South-Eastern Asia;Females;Italy;2016;8;
South-Eastern Asia;Females;Italy;2017;13;
South-Eastern Asia;Females;Italy;2018;6;
South-Eastern Asia;Females;Italy;2019;20;
South-Eastern Asia;Females;Italy;2020;5;
South-Eastern Asia;Females;Italy;2021;15;
South-Eastern Asia;Females;Italy;2022;17;
South-Eastern Asia;Females;Italy;2023;22;
South-Eastern Asia;Females;Italy;2024;12;
South-Eastern Asia;Females;Lithuania;2021;0;
South-Eastern Asia;Females;Lithuania;2024;0;
South-Eastern Asia;Females;Luxembourg;2013;1;
South-Eastern Asia;Females;Luxembourg;2014;0;
South-Eastern Asia;Females;Luxembourg;2015;0;
South-Eastern Asia;Females;Luxembourg;2016;0;
South-Eastern Asia;Females;Luxembourg;2017;2;
South-Eastern Asia;Females;Luxembourg;2018;0;
South-Eastern Asia;Females;Luxembourg;2019;1;
South-Eastern Asia;Females;Luxembourg;2020;0;
South-Eastern Asia;Females;Luxembourg;2021;0;
South-Eastern Asia;Females;Luxembourg;2022;0;
South-Eastern Asia;Females;Luxembourg;2023;0;
South-Eastern Asia;Females;Luxembourg;2024;0;
South-Eastern Asia;Females;Latvia;2014;0;
South-Eastern Asia;Females;Latvia;2017;0;
South-Eastern Asia;Females;Latvia;2018;0;
South-Eastern Asia;Females;Latvia;2019;0;
South-Eastern Asia;Females;Latvia;2020;0;
South-Eastern Asia;Females;Latvia;2021;0;
South-Eastern Asia;Females;Latvia;2022;0;
South-Eastern Asia;Females;Latvia;2023;0;
South-Eastern Asia;Females;Latvia;2024;0;
South-Eastern Asia;Females;Netherlands;2008;2;
South-Eastern Asia;Females;Netherlands;2009;2;b
South-Eastern Asia;Females;Netherlands;2010;3;
South-Eastern Asia;Females;Netherlands;2011;2;
South-Eastern Asia;Females;Netherlands;2013;1;
South-Eastern Asia;Females;Netherlands;2014;1;
South-Eastern Asia;Females;Netherlands;2015;0;
South-Eastern Asia;Females;Netherlands;2016;2;
South-Eastern Asia;Females;Netherlands;2017;1;
South-Eastern Asia;Females;Netherlands;2018;4;
South-Eastern Asia;Females;Netherlands;2019;3;
South-Eastern Asia;Females;Netherlands;2020;0;
South-Eastern Asia;Females;Netherlands;2021;3;
South-Eastern Asia;Females;Netherlands;2022;2;
South-Eastern Asia;Females;Netherlands;2023;2;
South-Eastern Asia;Females;Netherlands;2024;4;
South-Eastern Asia;Females;Sweden;2013;0;
South-Eastern Asia;Females;Sweden;2014;0;
South-Eastern Asia;Females;Sweden;2015;0;
South-Eastern Asia;Females;Sweden;2016;0;
South-Eastern Asia;Females;Sweden;2017;0;
South-Eastern Asia;Females;Sweden;2018;0;
South-Eastern Asia;Females;Sweden;2019;1;
South-Eastern Asia;Females;Sweden;2020;1;
South-Eastern Asia;Females;Sweden;2021;2;
South-Eastern Asia;Females;Sweden;2022;0;
South-Eastern Asia;Females;Sweden;2023;0;
South-Eastern Asia;Females;Sweden;2024;1;
South-Eastern Asia;Females;Slovakia;2013;1;p
South-Eastern Asia;Females;Slovakia;2014;0;p
South-Eastern Asia;Females;Slovakia;2015;0;p
South-Eastern Asia;Females;Slovakia;2016;0;p
South-Eastern Asia;Females;Slovakia;2017;0;p
South-Eastern Asia;Females;Slovakia;2018;0;
South-Eastern Asia;Females;Slovakia;2019;1;p
South-Eastern Asia;Females;Slovakia;2020;0;p
South-Eastern Asia;Females;Slovakia;2021;0;
South-Eastern Asia;Females;Slovakia;2022;1;
South-Eastern Asia;Females;Slovakia;2023;0;
South-Eastern Asia;Females;Slovakia;2024;0;
South-Eastern Asia;Males;Belgium;2010;1;b
South-Eastern Asia;Males;Belgium;2013;0;
South-Eastern Asia;Males;Belgium;2014;0;
South-Eastern Asia;Males;Belgium;2015;0;
South-Eastern Asia;Males;Belgium;2016;0;
South-Eastern Asia;Males;Belgium;2017;1;
South-Eastern Asia;Males;Belgium;2018;0;
South-Eastern Asia;Males;Belgium;2019;1;
South-Eastern Asia;Males;Belgium;2023;1;
South-Eastern Asia;Males;Belgium;2024;0;
South-Eastern Asia;Males;Bulgaria;2013;0;
South-Eastern Asia;Males;Bulgaria;2014;1;
South-Eastern Asia;Males;Bulgaria;2015;0;
South-Eastern Asia;Males;Bulgaria;2016;0;p
South-Eastern Asia;Males;Bulgaria;2017;0;p
South-Eastern Asia;Males;Bulgaria;2018;0;
South-Eastern Asia;Males;Bulgaria;2019;1;p
South-Eastern Asia;Males;Bulgaria;2020;0;p
South-Eastern Asia;Males;Bulgaria;2022;0;
South-Eastern Asia;Males;Bulgaria;2023;0;
South-Eastern Asia;Males;Bulgaria;2024;0;
South-Eastern Asia;Males;Czechia;2008;8;b
South-Eastern Asia;Males;Czechia;2009;2;
South-Eastern Asia;Males;Czechia;2010;0;
South-Eastern Asia;Males;Czechia;2011;0;
South-Eastern Asia;Males;Czechia;2013;0;
South-Eastern Asia;Males;Czechia;2014;0;
South-Eastern Asia;Males;Czechia;2015;0;
South-Eastern Asia;Males;Czechia;2016;0;
South-Eastern Asia;Males;Czechia;2017;0;
South-Eastern Asia;Males;Czechia;2018;0;
South-Eastern Asia;Males;Czechia;2019;1;
South-Eastern Asia;Males;Czechia;2020;0;
South-Eastern Asia;Males;Czechia;2021;0;
South-Eastern Asia;Males;Czechia;2022;0;
South-Eastern Asia;Males;Czechia;2023;1;
South-Eastern Asia;Males;Czechia;2024;3;
South-Eastern Asia;Males;Germany;2008;5;
South-Eastern Asia;Males;Germany;2024;9;e
South-Eastern Asia;Males;Denmark;2008;0;b
South-Eastern Asia;Males;Denmark;2009;0;
South-Eastern Asia;Males;Denmark;2010;1;
South-Eastern Asia;Males;Denmark;2011;0;
South-Eastern Asia;Males;Denmark;2012;0;
South-Eastern Asia;Males;Denmark;2013;0;
South-Eastern Asia;Males;Denmark;2014;0;
South-Eastern Asia;Males;Denmark;2015;0;
South-Eastern Asia;Males;Denmark;2016;0;
South-Eastern Asia;Males;Denmark;2017;0;
South-Eastern Asia;Males;Denmark;2018;0;
South-Eastern Asia;Males;Denmark;2019;0;
South-Eastern Asia;Males;Denmark;2020;0;
South-Eastern Asia;Males;Denmark;2021;0;
South-Eastern Asia;Males;Estonia;2008;0;
South-Eastern Asia;Males;Estonia;2009;0;
South-Eastern Asia;Males;Estonia;2010;0;
South-Eastern Asia;Males;Estonia;2013;0;
South-Eastern Asia;Males;Estonia;2014;0;
South-Eastern Asia;Males;Estonia;2015;0;
South-Eastern Asia;Males;Estonia;2016;0;
South-Eastern Asia;Males;Estonia;2017;0;
South-Eastern Asia;Males;Estonia;2018;0;
South-Eastern Asia;Males;Estonia;2019;0;
South-Eastern Asia;Males;Estonia;2023;0;
South-Eastern Asia;Males;Estonia;2024;0;
South-Eastern Asia;Males;Spain;2013;4;
South-Eastern Asia;Males;Spain;2014;6;
South-Eastern Asia;Males;Spain;2016;7;
South-Eastern Asia;Males;Spain;2021;;b
South-Eastern Asia;Males;Spain;2024;;
South-Eastern Asia;Males;Finland;2009;0;
South-Eastern Asia;Males;Finland;2010;0;
South-Eastern Asia;Males;Finland;2011;2;
South-Eastern Asia;Males;Finland;2013;2;
South-Eastern Asia;Males;Finland;2014;0;
South-Eastern Asia;Males;Finland;2015;0;
South-Eastern Asia;Males;Finland;2016;0;
South-Eastern Asia;Males;Finland;2017;0;
South-Eastern Asia;Males;Finland;2018;0;
South-Eastern Asia;Males;Finland;2019;0;
South-Eastern Asia;Males;Finland;2020;0;
South-Eastern Asia;Males;Finland;2021;1;
South-Eastern Asia;Males;Finland;2022;0;
South-Eastern Asia;Males;Finland;2023;0;
South-Eastern Asia;Males;Finland;2024;0;
South-Eastern Asia;Males;Croatia;2013;0;
South-Eastern Asia;Males;Croatia;2014;0;
South-Eastern Asia;Males;Croatia;2015;0;
South-Eastern Asia;Males;Croatia;2016;0;
South-Eastern Asia;Males;Croatia;2017;0;
South-Eastern Asia;Males;Croatia;2018;0;
South-Eastern Asia;Males;Croatia;2019;0;
South-Eastern Asia;Males;Croatia;2020;0;
South-Eastern Asia;Males;Croatia;2021;0;
South-Eastern Asia;Males;Croatia;2022;0;
South-Eastern Asia;Males;Croatia;2023;0;
South-Eastern Asia;Males;Croatia;2024;0;
South-Eastern Asia;Males;Hungary;2008;0;b
South-Eastern Asia;Males;Hungary;2009;1;
South-Eastern Asia;Males;Hungary;2010;1;b
South-Eastern Asia;Males;Hungary;2011;2;
South-Eastern Asia;Males;Hungary;2013;0;
South-Eastern Asia;Males;Hungary;2014;2;
South-Eastern Asia;Males;Hungary;2015;2;
South-Eastern Asia;Males;Hungary;2016;0;
South-Eastern Asia;Males;Hungary;2017;0;
South-Eastern Asia;Males;Hungary;2018;5;
South-Eastern Asia;Males;Hungary;2019;4;
South-Eastern Asia;Males;Hungary;2020;2;
South-Eastern Asia;Males;Italy;2008;13;
South-Eastern Asia;Males;Italy;2009;15;
South-Eastern Asia;Males;Italy;2010;19;
South-Eastern Asia;Males;Italy;2011;7;
South-Eastern Asia;Males;Italy;2013;18;
South-Eastern Asia;Males;Italy;2014;10;
South-Eastern Asia;Males;Italy;2015;3;
South-Eastern Asia;Males;Italy;2016;5;
South-Eastern Asia;Males;Italy;2017;8;
South-Eastern Asia;Males;Italy;2018;7;
South-Eastern Asia;Males;Italy;2019;6;
South-Eastern Asia;Males;Italy;2020;7;
South-Eastern Asia;Males;Italy;2021;3;
South-Eastern Asia;Males;Italy;2022;4;
South-Eastern Asia;Males;Italy;2023;5;
South-Eastern Asia;Males;Italy;2024;5;
South-Eastern Asia;Males;Lithuania;2021;0;
South-Eastern Asia;Males;Lithuania;2024;0;
South-Eastern Asia;Males;Luxembourg;2013;0;
South-Eastern Asia;Males;Luxembourg;2014;0;
South-Eastern Asia;Males;Luxembourg;2015;0;
South-Eastern Asia;Males;Luxembourg;2016;0;
South-Eastern Asia;Males;Luxembourg;2017;0;
South-Eastern Asia;Males;Luxembourg;2018;0;
South-Eastern Asia;Males;Luxembourg;2019;1;
South-Eastern Asia;Males;Luxembourg;2020;0;
South-Eastern Asia;Males;Luxembourg;2021;0;
South-Eastern Asia;Males;Luxembourg;2022;0;
South-Eastern Asia;Males;Luxembourg;2023;0;
South-Eastern Asia;Males;Luxembourg;2024;0;
South-Eastern Asia;Males;Latvia;2014;0;
South-Eastern Asia;Males;Latvia;2017;0;
South-Eastern Asia;Males;Latvia;2018;0;
South-Eastern Asia;Males;Latvia;2019;0;
South-Eastern Asia;Males;Latvia;2020;1;
South-Eastern Asia;Males;Latvia;2021;0;
South-Eastern Asia;Males;Latvia;2022;0;
South-Eastern Asia;Males;Latvia;2023;0;
South-Eastern Asia;Males;Latvia;2024;0;
South-Eastern Asia;Males;Netherlands;2008;1;
South-Eastern Asia;Males;Netherlands;2009;0;b
South-Eastern Asia;Males;Netherlands;2010;0;
South-Eastern Asia;Males;Netherlands;2011;1;
South-Eastern Asia;Males;Netherlands;2013;0;
South-Eastern Asia;Males;Netherlands;2014;0;
South-Eastern Asia;Males;Netherlands;2015;1;
South-Eastern Asia;Males;Netherlands;2016;1;
South-Eastern Asia;Males;Netherlands;2017;0;
South-Eastern Asia;Males;Netherlands;2018;0;
South-Eastern Asia;Males;Netherlands;2019;1;
South-Eastern Asia;Males;Netherlands;2020;0;
South-Eastern Asia;Males;Netherlands;2021;2;
South-Eastern Asia;Males;Netherlands;2022;0;
South-Eastern Asia;Males;Netherlands;2023;0;
South-Eastern Asia;Males;Netherlands;2024;1;
South-Eastern Asia;Males;Sweden;2013;0;
South-Eastern Asia;Males;Sweden;2014;0;
South-Eastern Asia;Males;Sweden;2015;0;
South-Eastern Asia;Males;Sweden;2016;0;
South-Eastern Asia;Males;Sweden;2017;0;
South-Eastern Asia;Males;Sweden;2018;0;
South-Eastern Asia;Males;Sweden;2019;0;
South-Eastern Asia;Males;Sweden;2020;0;
South-Eastern Asia;Males;Sweden;2021;0;
South-Eastern Asia;Males;Sweden;2022;0;
South-Eastern Asia;Males;Sweden;2023;1;
South-Eastern Asia;Males;Sweden;2024;0;
South-Eastern Asia;Males;Slovakia;2013;0;p
South-Eastern Asia;Males;Slovakia;2014;0;p
South-Eastern Asia;Males;Slovakia;2015;0;p
South-Eastern Asia;Males;Slovakia;2016;0;p
South-Eastern Asia;Males;Slovakia;2017;0;p
South-Eastern Asia;Males;Slovakia;2018;0;
South-Eastern Asia;Males;Slovakia;2019;0;p
South-Eastern Asia;Males;Slovakia;2020;0;p
South-Eastern Asia;Males;Slovakia;2021;0;
South-Eastern Asia;Males;Slovakia;2022;0;
South-Eastern Asia;Males;Slovakia;2023;0;
South-Eastern Asia;Males;Slovakia;2024;0;
South-Eastern Asia;Females;Belgium;2010;0;b
South-Eastern Asia;Females;Belgium;2013;0;
South-Eastern Asia;Females;Belgium;2014;0;
South-Eastern Asia;Females;Belgium;2015;1;
South-Eastern Asia;Females;Belgium;2016;0;
South-Eastern Asia;Females;Belgium;2017;0;
South-Eastern Asia;Females;Belgium;2018;0;
South-Eastern Asia;Females;Belgium;2019;2;
South-Eastern Asia;Females;Belgium;2023;0;
South-Eastern Asia;Females;Belgium;2024;0;
South-Eastern Asia;Females;Bulgaria;2013;0;
South-Eastern Asia;Females;Bulgaria;2014;0;
South-Eastern Asia;Females;Bulgaria;2015;0;
South-Eastern Asia;Females;Bulgaria;2016;0;p
South-Eastern Asia;Females;Bulgaria;2017;0;p
South-Eastern Asia;Females;Bulgaria;2018;0;
South-Eastern Asia;Females;Bulgaria;2019;0;p
South-Eastern Asia;Females;Bulgaria;2020;0;p
South-Eastern Asia;Females;Bulgaria;2022;0;
South-Eastern Asia;Females;Bulgaria;2023;0;
South-Eastern Asia;Females;Bulgaria;2024;0;
South-Eastern Asia;Females;Czechia;2008;3;b
South-Eastern Asia;Females;Czechia;2009;4;
South-Eastern Asia;Females;Czechia;2010;0;
South-Eastern Asia;Females;Czechia;2011;0;
South-Eastern Asia;Females;Czechia;2013;0;
South-Eastern Asia;Females;Czechia;2014;1;
South-Eastern Asia;Females;Czechia;2015;1;
South-Eastern Asia;Females;Czechia;2016;1;
South-Eastern Asia;Females;Czechia;2017;1;
South-Eastern Asia;Females;Czechia;2018;1;
South-Eastern Asia;Females;Czechia;2019;5;
South-Eastern Asia;Females;Czechia;2020;0;
South-Eastern Asia;Females;Czechia;2021;0;
South-Eastern Asia;Females;Czechia;2022;6;
South-Eastern Asia;Females;Czechia;2023;3;
South-Eastern Asia;Females;Czechia;2024;3;
South-Eastern Asia;Females;Germany;2008;5;
South-Eastern Asia;Females;Germany;2024;5;e
South-Eastern Asia;Females;Denmark;2008;0;b
South-Eastern Asia;Females;Denmark;2009;0;
South-Eastern Asia;Females;Denmark;2010;0;
South-Eastern Asia;Females;Denmark;2011;0;
South-Eastern Asia;Females;Denmark;2012;1;
South-Eastern Asia;Females;Denmark;2013;1;
South-Eastern Asia;Females;Denmark;2014;0;
South-Eastern Asia;Females;Denmark;2015;0;
South-Eastern Asia;Females;Denmark;2016;0;
South-Eastern Asia;Females;Denmark;2017;0;
South-Eastern Asia;Females;Denmark;2018;0;
South-Eastern Asia;Females;Denmark;2019;0;
South-Eastern Asia;Females;Denmark;2020;0;
South-Eastern Asia;Females;Denmark;2021;0;
South-Eastern Asia;Females;Estonia;2008;0;
South-Eastern Asia;Females;Estonia;2009;0;
South-Eastern Asia;Females;Estonia;2010;0;
South-Eastern Asia;Females;Estonia;2013;0;
South-Eastern Asia;Females;Estonia;2014;0;
South-Eastern Asia;Females;Estonia;2015;0;
South-Eastern Asia;Females;Estonia;2016;0;
South-Eastern Asia;Females;Estonia;2017;0;
South-Eastern Asia;Females;Estonia;2018;0;
South-Eastern Asia;Females;Estonia;2019;0;
South-Eastern Asia;Females;Estonia;2023;0;
South-Eastern Asia;Females;Estonia;2024;0;
South-Eastern Asia;Females;Spain;2013;7;
South-Eastern Asia;Females;Spain;2014;8;
South-Eastern Asia;Females;Spain;2016;7;
South-Eastern Asia;Females;Spain;2021;;b
South-Eastern Asia;Females;Spain;2024;;
South-Eastern Asia;Females;Finland;2009;0;
South-Eastern Asia;Females;Finland;2010;1;
South-Eastern Asia;Females;Finland;2011;0;
South-Eastern Asia;Females;Finland;2013;0;
South-Eastern Asia;Females;Finland;2014;0;
South-Eastern Asia;Females;Finland;2015;0;
South-Eastern Asia;Females;Finland;2016;0;
South-Eastern Asia;Females;Finland;2017;0;
South-Eastern Asia;Females;Finland;2018;0;
South-Eastern Asia;Females;Finland;2019;0;
South-Eastern Asia;Females;Finland;2020;0;
South-Eastern Asia;Females;Finland;2021;0;
South-Eastern Asia;Females;Finland;2022;0;
South-Eastern Asia;Females;Finland;2023;0;
South-Eastern Asia;Females;Finland;2024;0;
South-Eastern Asia;Females;Croatia;2013;0;
South-Eastern Asia;Females;Croatia;2014;0;
